age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
29,no,travel_frequently,556.26,sales,2,2,,302,2,m,69.5325,3,2,sales executive,4,single,4492.84,11681.39,1,unknown,18,3.0,1,part time,0,,3,,10,0,9,1994,53914.11,true
55,no,travel_rarely,556.26,research & development,20,2,technical degree,303,2,m,69.5325,3,2,laboratory technician,4,married,4492.8425,11681.39,3,unknown,19,,4,part time,1,12.0,4,3.0,10,0,8,1968,53914.11,true
26,yes,travel_rarely,601.3,sales,-45,4,,304,4,m,75.1625,2,2,sales executive,4,single,4856.67,12627.33,1,unknown,12,3.0,2,full time,0,,0,,8,7,4,1997,58280.04,1
31,no,travel_rarely,556.26,sales,7,3,technical degree,305,2,m,69.5325,4,2,sales executive,4,unknown,4492.84,11681.39,4,unknown,11,3.0,2,part time,1,10.0,3,2.0,8,7,7,1992,53914.11,yes
43,no,travel_frequently,253.29,research & development,10,4,life sciences,306,3,f,31.66,3,1,laboratory technician,4,unknown,2045.8333333333333,5319.17,0,no,19,3.0,1,part time,0,,5,3.0,8,1,7,1980,24550.0,yes
31,no,travel_rarely,556.26,sales,-13,3,marketing,307,4,m,69.5325,3,2,sales executive,4,unknown,4492.8425,11681.39,4,unknown,12,3.0,4,part time,3,13.0,3,3.0,7,1,7,1992,53914.11,true
32,no,non-travel,521.55,research & development,2,4,medical,308,1,f,65.19,4,2,research scientist,4,single,4212.5,10952.5,7,unknown,16,3.0,3,part time,0,,0,2.0,7,0,7,1991,50550.0,true
33,no,non-travel,483.06,sales,10,3,,309,2,m,60.3825,2,2,sales executive,4,unknown,3901.67,10144.33,3,no,14,3.0,3,full time,0,,6,2.0,7,0,1,1990,46820.04,false
43,no,travel_frequently,542.39,research & development,10,4,life sciences,310,3,f,67.79875,2,2,laboratory technician,3,divorced,4380.833333333333,11390.17,1,no,11,,2,part time,1,9.0,3,4.0,9,0,0,1980,52570.0,0
29,yes,travel_rarely,218.63,research & development,8,4,,311,2,m,27.32875,1,1,laboratory technician,1,unknown,1765.83,4591.17,1,unknown,11,3.0,4,full time,0,7.0,4,2.0,7,0,7,1994,21189.96,false
27,no,non-travel,556.26,sales,8,4,,312,2,f,69.5325,3,2,sales executive,2,unknown,4492.84,11681.39,1,no,18,3.0,1,part time,1,8.0,3,3.0,8,0,7,1996,53914.11,false
29,no,travel_rarely,556.26,sales,10,1,,313,4,f,69.5325,2,2,sales executive,2,divorced,4492.84,11681.39,1,yes,14,3.0,1,part time,2,7.0,2,3.0,7,1,7,1994,53914.11,false
37,no,non-travel,616.37,research & development,6,3,medical,314,3,m,77.04625,4,2,research scientist,1,divorced,4978.33,12943.67,4,unknown,13,3.0,1,full time,2,13.0,2,3.0,7,6,7,1986,59740.0,0
26,no,travel_rarely,556.26,sales,1,3,,315,3,m,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,1,unknown,17,3.0,2,part time,1,,3,3.0,8,7,7,1997,53914.11,true
40,no,travel_rarely,290.04,research & development,10,4,life sciences,316,4,f,36.255,4,1,laboratory technician,3,married,2342.59,6090.75,3,yes,13,3.0,3,full time,1,,3,3.0,7,1,7,1983,28111.08,true
41,yes,non-travel,556.26,sales,4,3,,317,1,m,69.5325,3,2,sales executive,2,unknown,4492.84,11681.39,1,no,18,3.0,3,part time,0,8.0,5,3.0,8,7,7,1982,53914.11,false
51,no,travel_rarely,556.26,sales,14,2,,318,3,f,69.5325,3,2,sales executive,4,unknown,4492.84,11681.39,4,no,11,3.0,3,full time,1,18.0,2,2.0,7,0,7,1972,53914.08,yes
37,no,non-travel,313.03,research & development,14,3,,319,4,f,39.12875,3,1,laboratory technician,1,unknown,2528.3333333333335,6573.67,1,no,12,3.0,3,full time,1,,2,2.0,18,12,17,1986,30340.0,0
56,no,non-travel,1363.14,sales,6,3,life sciences,320,3,f,170.3925,4,4,sales executive,1,married,11010.0,28626.0,9,no,11,3.0,4,full time,3,36.0,0,2.0,7,7,7,1967,132120.0,true
41,no,travel_rarely,865.84,sales,1,3,marketing,321,2,m,108.23,4,3,sales executive,1,married,6993.333333333333,18182.67,1,unknown,16,3.0,3,part time,1,10.0,2,3.0,10,0,7,1982,83920.0,1
46,no,non-travel,556.26,research & development,18,3,medical,322,3,f,69.5325,3,2,manufacturing director,3,unknown,4492.84,11681.39,2,no,14,3.0,3,part time,1,19.0,5,2.0,10,0,8,1977,53914.11,false
30,no,non-travel,290.04,research & development,2,3,,323,3,f,36.255,3,1,laboratory technician,4,single,2342.5941666666668,6090.75,0,unknown,14,3.0,3,part time,0,12.0,2,2.0,11,6,7,1993,28111.13,false
35,no,travel_rarely,1032.49,research & development,16,3,life sciences,324,4,m,129.06,3,3,healthcare representative,3,unknown,8339.32,21682.23,4,yes,12,3.0,3,part time,0,10.0,2,3.0,8,0,0,1988,100071.84,false
48,no,travel_rarely,417.96,sales,2,5,,325,2,f,52.25,3,2,sales executive,4,married,3375.83,8777.17,2,no,14,3.0,1,part time,1,14.0,2,3.0,9,6,7,1975,40510.0,true
45,no,travel_rarely,495.75,sales,2,3,other,326,4,m,61.96875,3,2,sales executive,2,unknown,4004.17,10410.83,0,no,19,3.0,2,part time,1,,3,4.0,8,3,7,1978,48050.0,true
26,yes,travel_frequently,282.8,human resources,17,4,life sciences,327,2,f,35.35,3,1,human resources,3,unknown,2284.17,5938.83,0,yes,11,3.0,2,full time,1,8.0,2,,7,1,0,1997,27410.04,true
41,no,non-travel,556.26,research & development,2,4,other,328,1,f,69.5325,2,2,healthcare representative,3,single,4492.8425,11681.39,2,yes,17,3.0,1,part time,0,10.0,3,3.0,8,0,7,1982,53914.11,1
34,no,non-travel,550.64,sales,21,4,,329,4,m,68.83,4,2,sales executive,4,single,4447.5,11563.5,1,unknown,12,3.0,4,part time,0,10.0,3,3.0,10,5,7,1989,53370.0,true
31,no,travel_rarely,556.26,sales,6,4,medical,330,1,m,69.53,4,2,sales executive,4,divorced,4492.8425,11681.39,4,no,22,4.0,4,part time,2,13.0,4,4.0,7,5,7,1992,53914.11,1
43,no,travel_frequently,556.26,research & development,9,5,,331,4,m,69.5325,3,2,laboratory technician,3,divorced,4492.8425,11681.39,3,unknown,13,3.0,2,part time,1,10.0,3,3.0,8,4,7,1980,53914.11,0
53,no,non-travel,556.26,sales,1,1,,332,4,f,69.5325,3,2,sales executive,1,single,4492.8425,11681.39,7,unknown,20,4.0,4,part time,0,18.0,2,4.0,14,8,10,1970,53914.11,false
37,no,travel_rarely,973.35,research & development,3,3,other,333,3,m,121.66875,3,3,manufacturing director,3,married,7861.67,20440.33,1,no,15,,3,part time,1,,2,3.0,10,7,8,1986,94340.0,1
54,no,non-travel,1032.49,human resources,19,4,,334,3,m,129.06125,3,3,human resources,2,unknown,8339.32,21682.23,2,unknown,15,,3,part time,1,16.0,1,4.0,9,7,1,1969,100071.84,true
38,no,travel_rarely,556.26,sales,7,4,marketing,335,4,f,69.5325,2,2,sales executive,4,unknown,4492.84,11681.39,0,no,20,,1,part time,0,,2,3.0,7,0,5,1985,53914.11,1
29,no,non-travel,290.04,research & development,1,4,life sciences,336,2,m,36.25,1,1,research scientist,4,divorced,2342.59,6090.75,1,unknown,18,3.0,4,part time,1,10.0,5,3.0,10,2,8,1994,28111.13,yes
34,no,non-travel,1032.49,research & development,9,3,medical,337,4,f,129.06,2,3,healthcare representative,2,unknown,8339.32,21682.23,1,unknown,14,3.0,2,part time,0,9.0,3,4.0,8,7,7,1989,100071.84,0
39,no,non-travel,556.26,research & development,2,4,technical degree,338,4,f,69.5325,2,2,healthcare representative,3,single,4492.84,11681.39,1,no,11,3.0,1,part time,0,20.0,4,3.0,20,11,10,1984,53914.11,0
32,no,non-travel,556.73,sales,10,3,marketing,339,4,m,69.59125,3,2,sales executive,4,unknown,4496.67,11691.33,1,unknown,12,3.0,4,full time,0,10.0,2,2.0,10,0,8,1991,53960.0,yes
38,no,travel_rarely,556.26,research & development,1,4,life sciences,340,2,f,69.5325,4,2,healthcare representative,4,unknown,4492.84,11681.39,0,unknown,13,3.0,3,part time,0,10.0,4,,9,1,8,1985,53914.11,1
27,no,travel_rarely,1032.49,research & development,1,2,life sciences,341,3,f,129.06,3,3,manufacturing director,1,married,8339.32,21682.23,1,unknown,11,3.0,4,part time,0,9.0,3,3.0,9,0,7,1996,100071.84,false
32,no,travel_rarely,1151.33,research & development,3,2,life sciences,342,3,f,143.92,3,3,research director,4,single,9299.17,24177.83,3,unknown,15,3.0,4,full time,0,10.0,6,3.0,7,7,7,1991,111590.0,false
47,no,non-travel,511.75,sales,-35,4,marketing,343,4,m,63.96875,3,2,sales executive,1,single,4133.33,10746.67,2,unknown,12,3.0,4,full time,0,20.0,2,3.0,7,1,7,1976,49599.96,false
27,no,travel_frequently,907.21,research & development,10,2,,344,4,m,113.4,3,3,manufacturing director,1,unknown,7327.5,19051.5,1,no,21,4.0,3,part time,2,9.0,4,2.0,9,1,7,1996,87930.0,1
41,no,non-travel,1979.82,unknown,1,3,,345,4,m,247.4775,2,5,manager,3,unknown,15990.833333333334,41576.17,1,no,12,,2,full time,1,22.0,3,3.0,22,2,10,1982,191890.0,false
28,yes,non-travel,228.63,research & development,-35,2,,346,35,f,28.57875,1,1,research scientist,2,unknown,1846.67,4801.33,7,yes,13,3.0,4,part time,0,10.0,4,3.0,7,3,7,1995,22160.0,1
36,no,non-travel,1208.48,research & development,8,3,,347,1,f,151.06,4,3,research director,1,married,9760.83,25378.17,9,unknown,14,3.0,1,full time,1,10.0,2,3.0,8,0,5,1987,117130.0,false
30,no,non-travel,547.24,sales,27,5,marketing,348,3,m,68.405,3,2,sales executive,4,divorced,4420.0,11492.0,7,no,23,,4,full time,1,10.0,2,2.0,8,7,7,1993,53040.0,true
56,no,travel_rarely,1145.55,research & development,9,3,,349,3,m,143.19,3,4,healthcare representative,4,married,9252.5,24056.5,7,no,11,3.0,3,full time,0,30.0,1,2.0,10,1,1,1967,111030.0,false
45,no,travel_rarely,684.25,sales,2,2,,350,2,m,85.53125,1,2,sales representative,3,single,5526.67,14369.33,0,no,13,3.0,1,full time,0,9.0,3,3.0,8,3,1,1978,66320.0,1
36,no,non-travel,782.79,sales,8,4,,351,1,m,97.84875,2,3,sales executive,1,single,6322.5,16438.5,1,unknown,15,3.0,2,part time,0,10.0,1,3.0,10,0,9,1987,75870.0,false
29,no,non-travel,447.26,research & development,27,3,medical,352,2,f,55.9075,3,2,healthcare representative,3,married,3612.5,9392.5,4,no,12,3.0,1,part time,1,11.0,3,2.0,8,1,1,1994,43350.0,1
38,no,non-travel,616.98,research & development,2,4,life sciences,353,1,f,77.1225,4,2,manufacturing director,1,single,4983.33,12956.67,6,unknown,12,3.0,4,full time,0,17.0,2,3.0,15,4,12,1985,59800.0,true
40,no,non-travel,437.87,research & development,-13,2,medical,354,13,f,54.73375,4,2,healthcare representative,2,unknown,3536.67,9195.33,1,no,24,4.0,4,full time,1,8.0,2,3.0,8,3,7,1983,42440.04,1
42,no,travel_frequently,1973.98,unknown,8,3,,355,2,m,246.7475,3,5,manager,4,unknown,15943.72,41453.67,1,no,13,3.0,2,full time,1,24.0,4,2.0,24,14,9,1981,191324.63999999998,1
36,no,travel_rarely,539.4,research & development,1,3,other,356,3,f,67.425,3,2,manufacturing director,2,unknown,4356.67,11327.33,0,unknown,15,3.0,1,part time,1,,2,3.0,9,0,5,1987,52280.0,false
29,no,travel_rarely,278.57,research & development,23,2,,357,3,m,34.82125,4,1,research scientist,3,married,2250.0,5850.0,1,unknown,24,4.0,3,part time,1,10.0,3,3.0,10,0,7,1994,27000.0,1
fifty-five,yes,non-travel,556.26,sales,2,1,medical,358,3,m,69.53,3,2,sales executive,4,single,4492.8425,11681.39,4,unknown,16,3.0,3,part time,0,,3,2.0,9,7,3,1968,53914.11,false
28,no,non-travel,556.26,sales,2,4,,359,2,f,69.5325,3,2,sales executive,2,unknown,4492.8425,11681.39,1,unknown,20,4.0,1,part time,0,8.0,2,3.0,8,7,5,1995,53914.11,1
26,yes,non-travel,244.11,research & development,5,2,medical,360,3,f,30.51375,2,1,research scientist,3,married,1971.67,5126.33,1,unknown,14,3.0,1,part time,1,8.0,2,3.0,8,1,7,1997,23660.0,1
44,no,non-travel,290.04,research & development,9,2,,361,2,m,36.255,3,1,research scientist,1,unknown,2342.59,6090.75,1,yes,13,3.0,4,full time,0,8.0,0,3.0,8,7,1,1979,28111.08,1
41,yes,non-travel,290.04,research & development,2,4,life sciences,362,2,f,36.255,1,1,laboratory technician,4,divorced,2342.59,6090.75,4,yes,13,3.0,3,full time,1,,1,2.0,7,1,0,1982,28111.08,true
31,no,travel_rarely,240.29,sales,7,4,,363,2,m,30.03625,2,1,sales representative,3,unknown,1940.83,5046.17,3,unknown,15,,2,part time,0,,2,4.0,7,5,2,1992,23290.0,0
26,no,travel_frequently,443.03,sales,-28,3,medical,364,28,m,55.37875,2,2,sales executive,1,unknown,3578.3333333333335,9303.67,1,unknown,12,3.0,2,part time,0,,2,3.0,7,0,7,1997,42940.0,yes
31,no,non-travel,556.26,research & development,12,3,medical,365,4,f,69.5325,3,2,healthcare representative,4,unknown,4492.8425,11681.39,0,unknown,11,3.0,3,part time,2,10.0,2,1.0,9,8,5,1992,53914.11,false
32,no,non-travel,693.85,research & development,3,4,medical,366,3,f,86.73125,3,2,manufacturing director,1,married,5604.166666666667,14570.83,1,unknown,12,3.0,3,full time,1,8.0,2,4.0,8,6,3,1991,67250.0,0
36,yes,travel_rarely,1065.28,sales,3,1,life sciences,367,3,m,133.16,2,3,sales executive,4,married,8604.17,22370.83,1,unknown,11,,1,full time,1,,6,3.0,16,3,7,1987,103250.0,0
45,no,non-travel,458.82,research & development,-47,2,,368,47,m,57.3525,3,2,laboratory technician,2,unknown,3705.8333333333335,9635.17,1,unknown,12,3.0,2,part time,0,,5,2.0,9,0,8,1978,44470.0,1
39,no,travel_rarely,1032.49,sales,2,5,,369,1,m,129.06,4,3,sales executive,3,single,8339.32,21682.23,0,no,18,3.0,4,part time,0,9.0,3,3.0,8,0,7,1984,100071.84,0
36,no,non-travel,556.26,sales,8,4,technical degree,370,1,m,69.5325,3,2,sales executive,4,divorced,4492.84,11681.39,4,no,13,,4,part time,2,12.0,3,3.0,7,0,7,1987,53914.11,yes
46,no,non-travel,1118.93,research & development,7,2,medical,371,4,m,139.87,3,3,manufacturing director,3,unknown,9037.5,23497.5,6,unknown,13,3.0,2,full time,1,,3,3.0,8,0,7,1977,108450.0,0
54,no,travel_rarely,1032.49,research & development,17,3,technical degree,372,3,f,129.06125,3,3,manufacturing director,3,unknown,8339.32,21682.23,8,unknown,11,,3,part time,1,22.0,2,3.0,10,0,8,1969,100071.84,true
30,no,travel_rarely,1032.49,research & development,8,2,,373,2,f,129.06125,4,3,research director,1,unknown,8339.32,21682.23,0,yes,12,3.0,3,part time,3,,4,2.0,8,1,7,1993,100071.84,true
26,no,non-travel,564.57,research & development,2,2,medical,374,4,m,70.57,4,2,manufacturing director,4,married,4560.0,11856.0,1,unknown,12,3.0,2,full time,0,,2,3.0,8,1,3,1997,54720.0,0
55,no,travel_frequently,658.77,research & development,18,4,medical,375,3,m,82.34625,3,2,healthcare representative,2,married,5320.83,13834.17,3,unknown,14,3.0,4,full time,2,,3,3.0,8,6,7,1968,63850.0,1
50,no,non-travel,654.85,sales,1,3,life sciences,376,4,f,81.85625,3,2,sales executive,3,married,5289.166666666667,13751.83,0,unknown,12,3.0,1,full time,1,,3,3.0,18,0,13,1973,63470.0,true
32,no,non-travel,290.04,research & development,29,4,,377,4,f,36.255,3,1,laboratory technician,3,single,2342.5941666666668,6090.75,9,no,12,3.0,2,part time,0,10.0,2,3.0,8,7,7,1991,28111.13,1
53,no,travel_frequently,776.39,sales,2,3,marketing,378,3,f,97.05,2,3,sales executive,2,unknown,6270.833333333333,16304.17,2,unknown,12,3.0,1,part time,1,30.0,2,,15,6,12,1970,75250.0,1
40,no,travel_rarely,556.26,sales,26,3,,379,3,m,69.5325,3,2,sales executive,1,married,4492.84,11681.39,1,unknown,14,3.0,2,part time,1,8.0,3,2.0,7,7,5,1983,53914.11,0
55,no,non-travel,1582.77,unknown,2,1,,380,3,m,197.84625,2,4,manager,1,single,12783.92,33238.2,7,no,15,3.0,2,full time,0,,3,4.0,9,6,2,1968,153407.04,true
28,yes,non-travel,1032.49,research & development,24,2,,381,2,m,129.06125,2,3,healthcare representative,1,single,8339.32,21682.23,1,no,12,3.0,1,part time,0,10.0,2,2.0,10,1,9,1995,100071.84,false
28,no,travel_rarely,377.62,research & development,10,3,other,382,3,f,47.2025,3,2,research scientist,3,single,3050.0,7930.0,3,no,13,3.0,4,full time,0,,4,4.0,8,1,7,1995,36600.0,yes
35,yes,non-travel,1032.49,sales,4,3,technical degree,383,4,m,129.06125,3,3,sales executive,1,unknown,8339.32,21682.23,0,unknown,22,4.0,1,part time,0,9.0,2,3.0,8,4,7,1988,100071.84,yes
33,yes,travel_frequently,556.26,research & development,-36,4,medical,384,36,f,69.53,2,2,research scientist,3,single,4492.84,11681.39,1,no,22,4.0,2,part time,0,14.0,4,3.0,13,3,8,1990,53914.11,1
25,yes,non-travel,290.04,research & development,4,1,technical degree,385,4,m,36.255,3,1,laboratory technician,4,married,2342.5941666666668,6090.75,1,unknown,15,,2,part time,1,7.0,3,4.0,7,5,6,1998,28111.13,yes
38,no,non-travel,901.75,sales,10,4,,386,3,m,112.71875,2,3,sales executive,3,unknown,7283.33,18936.67,0,yes,14,3.0,2,part time,2,9.0,2,,8,2,7,1985,87400.0,true
28,no,non-travel,1032.49,research & development,-12,3,,387,12,f,129.06125,3,3,manufacturing director,2,unknown,8339.32,21682.23,0,unknown,17,3.0,2,part time,3,,3,2.0,9,1,7,1995,100071.84,true
43,no,travel_frequently,1032.49,research & development,27,3,life sciences,388,3,f,129.06,3,3,manufacturing director,1,married,8339.32,21682.23,8,no,11,3.0,3,part time,1,18.0,1,3.0,8,0,1,1980,100071.84,false
39,yes,travel_frequently,1582.77,research & development,2,3,life sciences,389,1,m,197.85,3,4,healthcare representative,4,unknown,12783.92,33238.2,7,no,11,3.0,4,full time,3,21.0,4,3.0,18,11,5,1984,153407.07,0
40,no,travel_rarely,1973.98,research & development,14,3,,390,3,m,246.7475,2,5,research director,3,unknown,15943.718333333332,41453.67,1,no,14,,1,full time,0,,2,,20,4,9,1983,191324.62,yes
29,no,travel_rarely,556.26,research & development,8,1,medical,391,2,m,69.5325,2,2,manufacturing director,4,married,4492.84,11681.39,1,unknown,15,3.0,3,full time,1,10.0,2,2.0,10,1,2,1994,53914.08,yes
40,no,non-travel,1392.75,research & development,-32,4,,392,2,f,174.09375,3,3,research director,3,unknown,11249.17,29247.83,9,no,17,3.0,3,full time,0,20.0,3,2.0,18,2,13,1983,134990.0,0
26,no,travel_rarely,290.04,research & development,3,4,,393,1,m,36.255,4,1,laboratory technician,4,unknown,2342.59,6090.75,1,unknown,22,4.0,2,part time,1,8.0,2,3.0,8,0,7,1997,28111.13,true
35,no,travel_rarely,1032.49,research & development,2,3,,394,3,m,129.06125,2,3,manufacturing director,2,divorced,8339.32,21682.23,2,no,18,3.0,2,full time,1,15.0,2,4.0,7,6,4,1988,100071.84,yes
53,no,non-travel,1973.98,unknown,7,2,medical,395,4,f,246.7475,3,5,manager,3,divorced,15943.72,41453.67,3,no,18,3.0,2,full time,1,26.0,6,3.0,7,4,7,1970,191324.62,0
35,no,non-travel,556.26,sales,17,4,life sciences,396,3,m,69.5325,3,2,sales executive,1,unknown,4492.8425,11681.39,3,unknown,15,3.0,4,part time,3,15.0,2,3.0,7,1,7,1988,53914.11,1
33,no,non-travel,556.26,sales,25,3,medical,397,2,f,69.5325,3,2,sales executive,3,unknown,4492.84,11681.39,1,no,12,3.0,1,part time,1,,3,2.0,10,0,1,1990,53914.11,1
36,no,non-travel,290.04,research & development,6,4,life sciences,398,3,m,36.255,1,1,laboratory technician,3,divorced,2342.5941666666668,6090.75,1,no,14,3.0,3,part time,1,,4,3.0,7,1,7,1987,28111.13,1
30,no,travel_rarely,360.18,research & development,7,4,life sciences,399,3,m,45.02,3,2,laboratory technician,3,divorced,2909.17,7563.83,1,unknown,13,,1,part time,3,,4,2.0,10,8,9,1993,34910.0,true
60,no,non-travel,538.57,sales,-29,4,,400,29,m,67.32125,4,2,sales executive,4,divorced,4350.0,11310.0,0,unknown,18,3.0,2,full time,1,12.0,3,3.0,11,1,9,1963,52200.0,true
32,no,non-travel,556.26,research & development,2,2,life sciences,401,4,f,69.53,3,2,research scientist,3,single,4492.8425,11681.39,4,yes,14,3.0,4,part time,0,10.0,2,3.0,8,0,7,1991,53914.11,0
36,no,non-travel,1057.75,research & development,1,3,technical degree,402,3,f,132.21875,1,3,manufacturing director,1,divorced,8543.33,22212.67,2,yes,21,4.0,3,full time,1,17.0,2,3.0,7,7,7,1987,102520.0,yes
27,no,travel_rarely,290.04,research & development,14,3,,403,1,m,36.255,3,1,research scientist,1,unknown,2342.59,6090.75,1,unknown,14,3.0,4,full time,2,,3,2.0,9,6,8,1996,28111.08,yes
43,no,non-travel,2036.67,research & development,3,3,life sciences,404,3,m,254.58375,1,5,research director,4,unknown,16450.0,42770.0,3,no,14,3.0,2,full time,1,,2,3.0,8,0,7,1980,197400.0,yes
29,no,travel_rarely,1582.77,research & development,1,3,,405,4,f,197.84625,2,4,research director,4,divorced,12783.9225,33238.2,3,no,14,3.0,2,full time,2,9.0,2,2.0,7,1,7,1994,153407.07,true
59,no,non-travel,1032.49,research & development,-24,4,,406,24,m,129.06125,3,3,manufacturing director,4,single,8339.32,21682.23,6,no,12,3.0,4,part time,0,,6,2.0,9,5,4,1964,100071.84,false
43,no,travel_rarely,1032.49,sales,4,4,marketing,407,4,f,129.06125,2,3,sales executive,4,single,8339.32,21682.23,3,no,14,3.0,4,part time,0,23.0,3,4.0,21,15,17,1980,100071.84,yes
44,yes,travel_rarely,1032.49,research & development,15,3,medical,408,1,f,129.06,3,3,healthcare representative,4,married,8339.32,21682.23,1,unknown,11,3.0,4,part time,1,,2,3.0,10,0,5,1979,100071.84,yes
29,yes,non-travel,290.04,research & development,7,3,technical degree,409,2,f,36.255,3,1,laboratory technician,3,divorced,2342.59,6090.75,3,yes,13,3.0,1,full time,2,10.0,2,3.0,7,7,7,1994,28111.08,1
32,no,travel_rarely,640.61,sales,8,3,,410,3,m,80.07625,4,2,sales executive,4,married,5174.17,13452.83,1,unknown,15,3.0,3,full time,2,,4,4.0,10,0,8,1991,62090.0,false
36,no,travel_rarely,731.92,research & development,10,4,technical degree,411,4,f,91.49,3,3,healthcare representative,3,married,5911.666666666667,15370.33,3,no,12,3.0,1,part time,0,,0,3.0,7,1,7,1987,70940.0,true
fifty-two,yes,non-travel,1032.49,sales,5,3,,412,2,m,129.06125,3,3,sales executive,2,single,8339.32,21682.23,9,yes,19,3.0,3,part time,0,,2,2.0,8,7,7,1971,100071.84,yes
39,no,travel_rarely,467.79,research & development,-33,2,,413,1,m,58.47375,3,2,manufacturing director,3,single,3778.33,9823.67,0,unknown,11,3.0,1,full time,0,,6,,8,1,7,1984,45340.0,true
34,no,non-travel,876.98,research & development,9,3,,414,4,m,109.6225,3,3,healthcare representative,4,unknown,7083.33,18416.67,0,unknown,11,,4,part time,1,10.0,0,2.0,9,1,6,1989,85000.0,true
38,no,non-travel,556.26,sales,2,2,life sciences,415,2,f,69.5325,3,2,sales executive,1,unknown,4492.8425,11681.39,3,unknown,15,3.0,4,full time,1,11.0,3,3.0,7,1,7,1985,53914.11,true
36,no,travel_frequently,478.63,sales,-12,3,marketing,416,12,f,59.82875,4,2,sales executive,1,married,3865.83,10051.17,2,no,16,3.0,4,part time,1,,2,2.0,15,6,13,1987,46390.0,1
35,no,non-travel,553.33,research & development,1,3,,417,4,f,69.16625,2,2,laboratory technician,4,unknown,4469.17,11619.83,0,no,12,3.0,2,part time,1,10.0,0,3.0,9,0,0,1988,53630.0,0
55,yes,non-travel,1582.77,sales,13,4,,418,1,m,197.84625,4,4,sales executive,3,unknown,12783.92,33238.2,6,unknown,17,3.0,3,full time,0,,2,2.0,19,3,8,1968,153407.07,true
34,no,non-travel,556.26,research & development,29,3,,419,2,m,69.5325,3,2,laboratory technician,3,unknown,4492.84,11681.39,4,unknown,13,3.0,1,part time,2,10.0,1,3.0,8,7,7,1989,53914.11,0
43,no,non-travel,421.06,research & development,6,3,medical,420,1,f,52.6325,2,2,research scientist,3,single,3400.83,8842.17,1,yes,14,3.0,1,part time,0,20.0,3,1.0,20,1,8,1980,40810.0,false
42,no,travel_rarely,1582.77,unknown,10,3,human resources,421,3,f,197.84625,3,4,manager,1,married,12783.92,33238.2,0,unknown,14,3.0,3,full time,1,21.0,5,3.0,20,0,9,1981,153407.07,false
26,no,travel_rarely,369.16,research & development,7,3,,422,3,m,46.145,4,1,laboratory technician,1,single,2981.6666666666665,7752.33,0,no,12,3.0,4,full time,0,8.0,2,3.0,7,0,7,1997,35780.0,true
29,yes,non-travel,1032.49,research & development,14,1,other,423,3,f,129.06125,3,3,healthcare representative,4,single,8339.32,21682.23,0,yes,12,3.0,1,part time,0,,1,3.0,8,7,7,1994,100071.84,1
54,no,non-travel,1787.81,research & development,1,3,,424,4,f,223.48,3,4,research director,4,unknown,14440.0,37544.0,6,unknown,19,3.0,4,full time,0,29.0,3,2.0,20,12,7,1969,173280.0,0
55,no,non-travel,1582.77,research & development,1,4,,425,2,m,197.84625,4,4,research director,4,divorced,12783.92,33238.2,2,no,13,3.0,4,full time,2,31.0,4,4.0,7,0,0,1968,153407.07,true
40,no,non-travel,556.26,research & development,9,4,other,426,3,m,69.5325,3,2,laboratory technician,3,unknown,4492.84,11681.39,3,no,11,3.0,3,part time,2,11.0,2,,8,0,7,1983,53914.11,yes
thirty-one,no,non-travel,1113.56,sales,8,2,,427,1,m,139.195,3,3,sales executive,4,divorced,8994.17,23384.83,1,unknown,18,,1,full time,1,13.0,5,3.0,13,9,9,1992,107930.0,true
46,yes,non-travel,1032.49,sales,9,3,marketing,428,1,m,129.06125,3,3,sales executive,4,divorced,8339.32,21682.23,4,no,11,3.0,1,full time,1,28.0,1,4.0,7,4,3,1977,100071.84,yes
45,no,travel_rarely,1119.55,research & development,20,3,medical,429,2,m,139.94375,1,3,healthcare representative,1,unknown,9042.5,23510.5,2,yes,18,3.0,2,full time,1,,2,3.0,7,0,7,1978,108510.0,false
49,no,travel_rarely,1079.83,research & development,7,4,life sciences,430,3,m,134.98,3,3,healthcare representative,2,divorced,8721.666666666666,22676.33,3,unknown,14,3.0,2,full time,2,29.0,3,3.0,8,0,7,1974,104660.0,0
29,no,travel_rarely,556.26,sales,19,3,,431,3,m,69.53,2,2,sales executive,3,unknown,4492.84,11681.39,1,unknown,14,3.0,3,part time,2,10.0,3,3.0,10,0,4,1994,53914.11,1
29,yes,non-travel,243.7,research & development,1,4,technical degree,432,1,m,30.4625,2,1,research scientist,1,single,1968.3333333333333,5117.67,6,no,13,3.0,3,part time,0,,2,1.0,9,0,7,1994,23620.0,1
29,no,non-travel,556.26,research & development,8,1,other,433,3,f,69.5325,1,2,healthcare representative,1,unknown,4492.8425,11681.39,3,no,13,3.0,3,part time,1,9.0,3,3.0,7,0,7,1994,53914.11,1
